Token has not been saved to git credential helper. Pass `add_to_git_credential=True` if you want to set the git credential as well.
Token is valid (permission: write).
Your token has been saved to /home/016651544/.cache/huggingface/token
Login successful
DEVICE:-  cuda:0
Read Data!! 
Dataset dictionary: 
 DatasetDict({
    train: Dataset({
        features: ['text'],
        num_rows: 20000
    })
    validation: Dataset({
        features: ['text'],
        num_rows: 200
    })
})
{'quant_method': <QuantizationMethod.BITS_AND_BYTES: 'bitsandbytes'>, '_load_in_8bit': False, '_load_in_4bit': True, 'llm_int8_threshold': 6.0, 'llm_int8_skip_modules': None, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': True, 'bnb_4bit_compute_dtype': 'bfloat16', 'load_in_4bit': True, 'load_in_8bit': False}
{'loss': 2.899, 'grad_norm': 181845.609375, 'learning_rate': 3.846153846153847e-07, 'epoch': 0.0}
{'loss': 2.8448, 'grad_norm': 163609.15625, 'learning_rate': 6.923076923076923e-06, 'epoch': 0.09}
{'loss': 2.8194, 'grad_norm': 164378.0625, 'learning_rate': 7.3076923076923085e-06, 'epoch': 0.09}
{'loss': 2.7938, 'grad_norm': 163384.3125, 'learning_rate': 7.692307692307694e-06, 'epoch': 0.1}
{'loss': 2.7663, 'grad_norm': 165154.5, 'learning_rate': 8.076923076923077e-06, 'epoch': 0.1}
{'loss': 2.7211, 'grad_norm': 166589.75, 'learning_rate': 8.461538461538462e-06, 'epoch': 0.11}
{'loss': 2.71, 'grad_norm': 167318.703125, 'learning_rate': 8.846153846153847e-06, 'epoch': 0.11}
{'loss': 2.6938, 'grad_norm': 169396.546875, 'learning_rate': 9.230769230769232e-06, 'epoch': 0.12}
{'loss': 2.629, 'grad_norm': 167011.90625, 'learning_rate': 9.615384615384616e-06, 'epoch': 0.12}
{'loss': 2.6083, 'grad_norm': 169286.421875, 'learning_rate': 1e-05, 'epoch': 0.12}
{'loss': 2.5446, 'grad_norm': 168618.203125, 'learning_rate': 1.0384615384615386e-05, 'epoch': 0.13}
{'loss': 2.5113, 'grad_norm': 168323.5625, 'learning_rate': 1.0769230769230771e-05, 'epoch': 0.13}
{'loss': 2.4599, 'grad_norm': 172040.75, 'learning_rate': 1.1153846153846154e-05, 'epoch': 0.14}
{'loss': 2.3972, 'grad_norm': 171144.6875, 'learning_rate': 1.153846153846154e-05, 'epoch': 0.14}
{'loss': 2.3644, 'grad_norm': 172886.078125, 'learning_rate': 1.1923076923076925e-05, 'epoch': 0.15}
{'loss': 2.3301, 'grad_norm': 176555.0, 'learning_rate': 1.230769230769231e-05, 'epoch': 0.15}
{'loss': 2.2737, 'grad_norm': 177398.609375, 'learning_rate': 1.2692307692307691e-05, 'epoch': 0.16}
{'loss': 2.1726, 'grad_norm': 182662.21875, 'learning_rate': 1.3076923076923078e-05, 'epoch': 0.16}
{'loss': 2.1286, 'grad_norm': 192308.25, 'learning_rate': 1.3461538461538462e-05, 'epoch': 0.17}
{'loss': 2.0378, 'grad_norm': 201556.390625, 'learning_rate': 1.3846153846153847e-05, 'epoch': 0.17}
{'loss': 1.9853, 'grad_norm': 220652.609375, 'learning_rate': 1.423076923076923e-05, 'epoch': 0.18}
{'loss': 1.9063, 'grad_norm': 226911.453125, 'learning_rate': 1.4615384615384617e-05, 'epoch': 0.18}
{'loss': 1.8457, 'grad_norm': 236718.8125, 'learning_rate': 1.5e-05, 'epoch': 0.19}
{'loss': 1.7936, 'grad_norm': 653498.0625, 'learning_rate': 1.5384615384615387e-05, 'epoch': 0.19}
{'loss': 1.761, 'grad_norm': 854183.1875, 'learning_rate': 1.576923076923077e-05, 'epoch': 0.2}
{'loss': 1.6198, 'grad_norm': 484178.59375, 'learning_rate': 1.6153846153846154e-05, 'epoch': 0.2}
{'loss': 1.5438, 'grad_norm': 247079.984375, 'learning_rate': 1.653846153846154e-05, 'epoch': 0.21}
{'loss': 1.4529, 'grad_norm': 302005.21875, 'learning_rate': 1.6923076923076924e-05, 'epoch': 0.21}
{'loss': 1.348, 'grad_norm': 362437.40625, 'learning_rate': 1.730769230769231e-05, 'epoch': 0.22}
{'loss': 1.2543, 'grad_norm': 396295.5625, 'learning_rate': 1.7692307692307694e-05, 'epoch': 0.22}
{'loss': 1.1392, 'grad_norm': 336521.46875, 'learning_rate': 1.8076923076923076e-05, 'epoch': 0.23}
{'loss': 1.037, 'grad_norm': 622665.0625, 'learning_rate': 1.8461538461538465e-05, 'epoch': 0.23}
{'loss': 0.9654, 'grad_norm': 1096040.875, 'learning_rate': 1.8846153846153846e-05, 'epoch': 0.24}
{'loss': 0.8746, 'grad_norm': 839796.4375, 'learning_rate': 1.923076923076923e-05, 'epoch': 0.24}
{'loss': 1.5222, 'grad_norm': 188011.40625, 'learning_rate': 1.9615384615384617e-05, 'epoch': 0.24}
{'loss': 1.4341, 'grad_norm': 270361.71875, 'learning_rate': 2e-05, 'epoch': 0.25}
{'loss': 1.3889, 'grad_norm': 275880.53125, 'learning_rate': 2.0384615384615387e-05, 'epoch': 0.25}
{'loss': 1.3167, 'grad_norm': 157484.625, 'learning_rate': 2.0769230769230772e-05, 'epoch': 0.26}
{'loss': 1.3239, 'grad_norm': 111929.1015625, 'learning_rate': 2.1153846153846154e-05, 'epoch': 0.26}
{'loss': 1.2465, 'grad_norm': 89771.34375, 'learning_rate': 2.1538461538461542e-05, 'epoch': 0.27}
{'loss': 1.1765, 'grad_norm': 127011.5859375, 'learning_rate': 2.1923076923076924e-05, 'epoch': 0.27}
{'loss': 1.1181, 'grad_norm': 76090.3984375, 'learning_rate': 2.230769230769231e-05, 'epoch': 0.28}
{'loss': 1.1411, 'grad_norm': 66273.140625, 'learning_rate': 2.2692307692307694e-05, 'epoch': 0.28}
{'loss': 1.0757, 'grad_norm': 62822.1328125, 'learning_rate': 2.307692307692308e-05, 'epoch': 0.29}
{'loss': 1.0918, 'grad_norm': 63709.89453125, 'learning_rate': 2.3461538461538464e-05, 'epoch': 0.29}
{'loss': 1.0509, 'grad_norm': 59434.5078125, 'learning_rate': 2.384615384615385e-05, 'epoch': 0.3}
{'loss': 0.9783, 'grad_norm': 62625.515625, 'learning_rate': 2.423076923076923e-05, 'epoch': 0.3}
{'loss': 0.9858, 'grad_norm': 63432.0234375, 'learning_rate': 2.461538461538462e-05, 'epoch': 0.31}
{'loss': 0.9356, 'grad_norm': 67010.4453125, 'learning_rate': 2.5e-05, 'epoch': 0.31}
{'loss': 0.8986, 'grad_norm': 63014.59375, 'learning_rate': 2.5384615384615383e-05, 'epoch': 0.32}
{'loss': 0.8506, 'grad_norm': 54615.25390625, 'learning_rate': 2.5769230769230768e-05, 'epoch': 0.32}
{'loss': 0.8691, 'grad_norm': 55185.89453125, 'learning_rate': 2.6153846153846157e-05, 'epoch': 0.33}
{'loss': 0.8149, 'grad_norm': 43188.26171875, 'learning_rate': 2.6538461538461538e-05, 'epoch': 0.33}
{'loss': 0.8097, 'grad_norm': 41588.90625, 'learning_rate': 2.6923076923076923e-05, 'epoch': 0.34}
{'loss': 0.7857, 'grad_norm': 43373.02734375, 'learning_rate': 2.7307692307692305e-05, 'epoch': 0.34}
{'loss': 0.7625, 'grad_norm': 43862.484375, 'learning_rate': 2.7692307692307694e-05, 'epoch': 0.35}
{'loss': 0.7502, 'grad_norm': 43796.48828125, 'learning_rate': 2.807692307692308e-05, 'epoch': 0.35}
{'loss': 0.7279, 'grad_norm': 40288.89453125, 'learning_rate': 2.846153846153846e-05, 'epoch': 0.35}
{'loss': 0.7178, 'grad_norm': 43503.875, 'learning_rate': 2.8846153846153845e-05, 'epoch': 0.36}
{'loss': 0.7282, 'grad_norm': 44062.35546875, 'learning_rate': 2.9230769230769234e-05, 'epoch': 0.36}
{'loss': 0.6943, 'grad_norm': 43284.7421875, 'learning_rate': 2.9615384615384616e-05, 'epoch': 0.37}
{'loss': 0.6581, 'grad_norm': 41011.6171875, 'learning_rate': 3e-05, 'epoch': 0.37}
{'loss': 0.6496, 'grad_norm': 42987.75, 'learning_rate': 3.0384615384615382e-05, 'epoch': 0.38}
{'loss': 0.617, 'grad_norm': 41650.82421875, 'learning_rate': 3.0769230769230774e-05, 'epoch': 0.38}
{'loss': 0.6291, 'grad_norm': 41182.20703125, 'learning_rate': 3.115384615384615e-05, 'epoch': 0.39}
{'loss': 0.5886, 'grad_norm': 41585.16796875, 'learning_rate': 3.153846153846154e-05, 'epoch': 0.39}
{'loss': 0.5849, 'grad_norm': 42469.19140625, 'learning_rate': 3.192307692307692e-05, 'epoch': 0.4}
{'loss': 0.5752, 'grad_norm': 46013.36328125, 'learning_rate': 3.230769230769231e-05, 'epoch': 0.4}
{'loss': 0.5423, 'grad_norm': 48551.23828125, 'learning_rate': 3.269230769230769e-05, 'epoch': 0.41}
{'loss': 0.5018, 'grad_norm': 43427.875, 'learning_rate': 3.307692307692308e-05, 'epoch': 0.41}
{'loss': 0.4963, 'grad_norm': 45304.66015625, 'learning_rate': 3.346153846153846e-05, 'epoch': 0.42}
{'loss': 0.4754, 'grad_norm': 41108.10546875, 'learning_rate': 3.384615384615385e-05, 'epoch': 0.42}
{'loss': 0.5087, 'grad_norm': 41712.3046875, 'learning_rate': 3.4230769230769234e-05, 'epoch': 0.43}
{'loss': 0.487, 'grad_norm': 34842.62890625, 'learning_rate': 3.461538461538462e-05, 'epoch': 0.43}
{'loss': 0.4611, 'grad_norm': 28822.0, 'learning_rate': 3.5e-05, 'epoch': 0.44}
{'loss': 0.4295, 'grad_norm': 25267.080078125, 'learning_rate': 3.538461538461539e-05, 'epoch': 0.44}
{'loss': 0.4356, 'grad_norm': 26207.5, 'learning_rate': 3.5769230769230774e-05, 'epoch': 0.45}
{'loss': 0.3707, 'grad_norm': 32548.720703125, 'learning_rate': 3.615384615384615e-05, 'epoch': 0.45}
{'loss': 0.3739, 'grad_norm': 33374.7734375, 'learning_rate': 3.653846153846154e-05, 'epoch': 0.46}
{'loss': 0.346, 'grad_norm': 22851.783203125, 'learning_rate': 3.692307692307693e-05, 'epoch': 0.46}
{'loss': 0.3584, 'grad_norm': 31353.955078125, 'learning_rate': 3.730769230769231e-05, 'epoch': 0.47}
{'loss': 0.3226, 'grad_norm': 27736.587890625, 'learning_rate': 3.769230769230769e-05, 'epoch': 0.47}
{'loss': 0.2874, 'grad_norm': 29716.759765625, 'learning_rate': 3.807692307692308e-05, 'epoch': 0.47}
{'loss': 0.2416, 'grad_norm': 34802.33984375, 'learning_rate': 3.846153846153846e-05, 'epoch': 0.48}
{'loss': 1.1643, 'grad_norm': 211249.046875, 'learning_rate': 3.884615384615385e-05, 'epoch': 0.48}
{'loss': 1.0483, 'grad_norm': 177611.9375, 'learning_rate': 3.923076923076923e-05, 'epoch': 0.49}
{'loss': 1.0014, 'grad_norm': 118806.5, 'learning_rate': 3.961538461538462e-05, 'epoch': 0.49}
{'loss': 0.957, 'grad_norm': 78561.421875, 'learning_rate': 4e-05, 'epoch': 0.5}
{'loss': 0.9455, 'grad_norm': 71142.34375, 'learning_rate': 4.038461538461539e-05, 'epoch': 0.5}
{'loss': 0.8804, 'grad_norm': 56172.42578125, 'learning_rate': 4.0769230769230773e-05, 'epoch': 0.51}
{'loss': 0.8537, 'grad_norm': 55400.17578125, 'learning_rate': 4.115384615384615e-05, 'epoch': 0.51}
{'loss': 0.8214, 'grad_norm': 42319.21875, 'learning_rate': 4.1538461538461544e-05, 'epoch': 0.52}
{'loss': 0.8287, 'grad_norm': 37488.80859375, 'learning_rate': 4.192307692307693e-05, 'epoch': 0.52}
{'loss': 0.7792, 'grad_norm': 39446.69140625, 'learning_rate': 4.230769230769231e-05, 'epoch': 0.53}
{'loss': 0.8056, 'grad_norm': 47066.10546875, 'learning_rate': 4.269230769230769e-05, 'epoch': 0.53}
{'loss': 0.766, 'grad_norm': 46441.42578125, 'learning_rate': 4.3076923076923084e-05, 'epoch': 0.54}
{'loss': 0.7485, 'grad_norm': 31518.91015625, 'learning_rate': 4.346153846153846e-05, 'epoch': 0.54}
{'loss': 0.7463, 'grad_norm': 30752.572265625, 'learning_rate': 4.384615384615385e-05, 'epoch': 0.55}
{'loss': 0.7396, 'grad_norm': 31397.314453125, 'learning_rate': 4.423076923076923e-05, 'epoch': 0.55}
{'loss': 0.6988, 'grad_norm': 36102.21875, 'learning_rate': 4.461538461538462e-05, 'epoch': 0.56}
{'loss': 0.6837, 'grad_norm': 34557.3046875, 'learning_rate': 4.5e-05, 'epoch': 0.56}
{'loss': 0.689, 'grad_norm': 26030.337890625, 'learning_rate': 4.538461538461539e-05, 'epoch': 0.57}
{'loss': 0.6671, 'grad_norm': 24892.7421875, 'learning_rate': 4.576923076923077e-05, 'epoch': 0.57}
{'loss': 0.6674, 'grad_norm': 29557.07421875, 'learning_rate': 4.615384615384616e-05, 'epoch': 0.58}
{'loss': 0.6429, 'grad_norm': 26513.134765625, 'learning_rate': 4.653846153846154e-05, 'epoch': 0.58}
{'loss': 0.6186, 'grad_norm': 27627.138671875, 'learning_rate': 4.692307692307693e-05, 'epoch': 0.59}
{'loss': 0.6163, 'grad_norm': 24980.19921875, 'learning_rate': 4.730769230769231e-05, 'epoch': 0.59}
{'loss': 0.595, 'grad_norm': 24272.6484375, 'learning_rate': 4.76923076923077e-05, 'epoch': 0.59}
{'loss': 0.6124, 'grad_norm': 27046.048828125, 'learning_rate': 4.8076923076923084e-05, 'epoch': 0.6}
{'loss': 0.5837, 'grad_norm': 23384.037109375, 'learning_rate': 4.846153846153846e-05, 'epoch': 0.6}
{'loss': 0.57, 'grad_norm': 22992.998046875, 'learning_rate': 4.884615384615385e-05, 'epoch': 0.61}
{'loss': 0.5355, 'grad_norm': 27425.587890625, 'learning_rate': 4.923076923076924e-05, 'epoch': 0.61}
{'loss': 0.52, 'grad_norm': 22439.5546875, 'learning_rate': 4.961538461538462e-05, 'epoch': 0.62}
{'loss': 0.5426, 'grad_norm': 28741.603515625, 'learning_rate': 5e-05, 'epoch': 0.62}
{'loss': 0.5107, 'grad_norm': 26509.34765625, 'learning_rate': 5.038461538461539e-05, 'epoch': 0.63}
{'loss': 0.4939, 'grad_norm': 23773.056640625, 'learning_rate': 5.0769230769230766e-05, 'epoch': 0.63}
{'loss': 0.5004, 'grad_norm': 23085.794921875, 'learning_rate': 5.115384615384615e-05, 'epoch': 0.64}
{'loss': 0.506, 'grad_norm': 25914.3046875, 'learning_rate': 5.1538461538461536e-05, 'epoch': 0.64}
{'loss': 0.4667, 'grad_norm': 23298.849609375, 'learning_rate': 5.192307692307693e-05, 'epoch': 0.65}
{'loss': 0.4614, 'grad_norm': 28828.337890625, 'learning_rate': 5.230769230769231e-05, 'epoch': 0.65}
{'loss': 0.4533, 'grad_norm': 22900.09765625, 'learning_rate': 5.26923076923077e-05, 'epoch': 0.66}
{'loss': 0.4563, 'grad_norm': 22078.943359375, 'learning_rate': 5.3076923076923076e-05, 'epoch': 0.66}
{'loss': 0.4589, 'grad_norm': 21747.5703125, 'learning_rate': 5.346153846153846e-05, 'epoch': 0.67}
{'loss': 0.4329, 'grad_norm': 22980.794921875, 'learning_rate': 5.384615384615385e-05, 'epoch': 0.67}
{'loss': 0.4241, 'grad_norm': 21943.228515625, 'learning_rate': 5.423076923076923e-05, 'epoch': 0.68}
{'loss': 0.3959, 'grad_norm': 21888.326171875, 'learning_rate': 5.461538461538461e-05, 'epoch': 0.68}
{'loss': 0.386, 'grad_norm': 29464.80078125, 'learning_rate': 5.500000000000001e-05, 'epoch': 0.69}
{'loss': 0.3732, 'grad_norm': 26434.4296875, 'learning_rate': 5.538461538461539e-05, 'epoch': 0.69}
{'loss': 0.368, 'grad_norm': 20340.1953125, 'learning_rate': 5.576923076923077e-05, 'epoch': 0.7}
{'loss': 0.3292, 'grad_norm': 27829.103515625, 'learning_rate': 5.615384615384616e-05, 'epoch': 0.7}
{'loss': 0.3397, 'grad_norm': 27061.921875, 'learning_rate': 5.653846153846154e-05, 'epoch': 0.71}
{'loss': 0.2854, 'grad_norm': 19717.3515625, 'learning_rate': 5.692307692307692e-05, 'epoch': 0.71}
{'loss': 0.2717, 'grad_norm': 27582.36328125, 'learning_rate': 5.7307692307692306e-05, 'epoch': 0.71}
{'loss': 0.2477, 'grad_norm': 32656.693359375, 'learning_rate': 5.769230769230769e-05, 'epoch': 0.72}
{'loss': 1.1249, 'grad_norm': 211879.984375, 'learning_rate': 5.807692307692308e-05, 'epoch': 0.72}
{'loss': 1.0383, 'grad_norm': 173193.84375, 'learning_rate': 5.846153846153847e-05, 'epoch': 0.73}
{'loss': 1.0519, 'grad_norm': 135840.03125, 'learning_rate': 5.884615384615385e-05, 'epoch': 0.73}
{'loss': 0.9538, 'grad_norm': 108399.0859375, 'learning_rate': 5.923076923076923e-05, 'epoch': 0.74}
{'loss': 0.9333, 'grad_norm': 68029.5078125, 'learning_rate': 5.9615384615384616e-05, 'epoch': 0.74}
{'loss': 0.9083, 'grad_norm': 60237.640625, 'learning_rate': 6e-05, 'epoch': 0.75}
{'loss': 0.8212, 'grad_norm': 59450.140625, 'learning_rate': 6.038461538461539e-05, 'epoch': 0.75}
{'loss': 0.8063, 'grad_norm': 63475.73046875, 'learning_rate': 6.0769230769230765e-05, 'epoch': 0.76}
{'loss': 0.8062, 'grad_norm': 44243.0234375, 'learning_rate': 6.115384615384616e-05, 'epoch': 0.76}
{'loss': 0.7649, 'grad_norm': 35588.5234375, 'learning_rate': 6.153846153846155e-05, 'epoch': 0.77}
{'loss': 0.7484, 'grad_norm': 40005.453125, 'learning_rate': 6.192307692307693e-05, 'epoch': 0.77}
{'loss': 0.7459, 'grad_norm': 50131.58203125, 'learning_rate': 6.23076923076923e-05, 'epoch': 0.78}
{'loss': 0.74, 'grad_norm': 52106.69921875, 'learning_rate': 6.26923076923077e-05, 'epoch': 0.78}
{'loss': 0.7164, 'grad_norm': 37845.4140625, 'learning_rate': 6.307692307692308e-05, 'epoch': 0.79}
{'loss': 0.684, 'grad_norm': 34733.94921875, 'learning_rate': 6.346153846153847e-05, 'epoch': 0.79}
{'loss': 0.675, 'grad_norm': 27050.8515625, 'learning_rate': 6.384615384615385e-05, 'epoch': 0.8}
{'loss': 0.6857, 'grad_norm': 29792.734375, 'learning_rate': 6.423076923076924e-05, 'epoch': 0.8}
{'loss': 0.634, 'grad_norm': 33797.859375, 'learning_rate': 6.461538461538462e-05, 'epoch': 0.81}
{'loss': 0.6554, 'grad_norm': 31910.775390625, 'learning_rate': 6.500000000000001e-05, 'epoch': 0.81}
{'loss': 0.6284, 'grad_norm': 35414.65234375, 'learning_rate': 6.538461538461539e-05, 'epoch': 0.82}
{'loss': 0.6576, 'grad_norm': 27862.34765625, 'learning_rate': 6.576923076923078e-05, 'epoch': 0.82}
{'loss': 0.6322, 'grad_norm': 25231.26171875, 'learning_rate': 6.615384615384616e-05, 'epoch': 0.82}
{'loss': 0.5858, 'grad_norm': 30199.537109375, 'learning_rate': 6.653846153846153e-05, 'epoch': 0.83}
{'loss': 0.5679, 'grad_norm': 26291.05078125, 'learning_rate': 6.692307692307693e-05, 'epoch': 0.83}
{'loss': 0.5682, 'grad_norm': 25430.154296875, 'learning_rate': 6.730769230769232e-05, 'epoch': 0.84}
{'loss': 0.5674, 'grad_norm': 29753.97265625, 'learning_rate': 6.76923076923077e-05, 'epoch': 0.84}
{'loss': 0.54, 'grad_norm': 26821.09765625, 'learning_rate': 6.807692307692309e-05, 'epoch': 0.85}
{'loss': 0.5418, 'grad_norm': 24336.677734375, 'learning_rate': 6.846153846153847e-05, 'epoch': 0.85}
{'loss': 0.5213, 'grad_norm': 29226.919921875, 'learning_rate': 6.884615384615385e-05, 'epoch': 0.86}
{'loss': 0.5176, 'grad_norm': 25971.05078125, 'learning_rate': 6.923076923076924e-05, 'epoch': 0.86}
{'loss': 0.514, 'grad_norm': 28356.873046875, 'learning_rate': 6.961538461538462e-05, 'epoch': 0.87}
{'loss': 0.5008, 'grad_norm': 28240.166015625, 'learning_rate': 7e-05, 'epoch': 0.87}
{'loss': 0.4737, 'grad_norm': 24785.603515625, 'learning_rate': 7.03846153846154e-05, 'epoch': 0.88}
{'loss': 0.4541, 'grad_norm': 21637.03125, 'learning_rate': 7.076923076923078e-05, 'epoch': 0.88}
{'loss': 0.4601, 'grad_norm': 24733.02734375, 'learning_rate': 7.115384615384616e-05, 'epoch': 0.89}
{'loss': 0.4339, 'grad_norm': 25226.19921875, 'learning_rate': 7.153846153846155e-05, 'epoch': 0.89}
{'loss': 0.4229, 'grad_norm': 20919.79296875, 'learning_rate': 7.192307692307693e-05, 'epoch': 0.9}
{'loss': 0.4385, 'grad_norm': 25593.072265625, 'learning_rate': 7.23076923076923e-05, 'epoch': 0.9}
{'loss': 0.4255, 'grad_norm': 23727.2578125, 'learning_rate': 7.26923076923077e-05, 'epoch': 0.91}
{'loss': 0.4272, 'grad_norm': 24470.904296875, 'learning_rate': 7.307692307692307e-05, 'epoch': 0.91}
{'loss': 0.3961, 'grad_norm': 20630.21875, 'learning_rate': 7.346153846153847e-05, 'epoch': 0.92}
{'loss': 0.371, 'grad_norm': 22433.1953125, 'learning_rate': 7.384615384615386e-05, 'epoch': 0.92}
{'loss': 0.386, 'grad_norm': 21387.5546875, 'learning_rate': 7.423076923076924e-05, 'epoch': 0.93}
{'loss': 0.37, 'grad_norm': 21582.064453125, 'learning_rate': 7.461538461538462e-05, 'epoch': 0.93}
{'loss': 0.362, 'grad_norm': 21157.953125, 'learning_rate': 7.500000000000001e-05, 'epoch': 0.94}
{'loss': 0.3394, 'grad_norm': 23165.439453125, 'learning_rate': 7.538461538461539e-05, 'epoch': 0.94}
{'loss': 0.3056, 'grad_norm': 22957.232421875, 'learning_rate': 7.576923076923076e-05, 'epoch': 0.94}
{'loss': 0.2965, 'grad_norm': 21946.791015625, 'learning_rate': 7.615384615384616e-05, 'epoch': 0.95}
{'loss': 0.2688, 'grad_norm': 21044.783203125, 'learning_rate': 7.653846153846153e-05, 'epoch': 0.95}
{'loss': 0.2233, 'grad_norm': 25442.09765625, 'learning_rate': 7.692307692307693e-05, 'epoch': 0.96}
{'loss': 0.9442, 'grad_norm': 131496.109375, 'learning_rate': 7.730769230769232e-05, 'epoch': 0.96}
{'loss': 0.8214, 'grad_norm': 107976.4140625, 'learning_rate': 7.76923076923077e-05, 'epoch': 0.97}
{'loss': 0.6924, 'grad_norm': 79418.828125, 'learning_rate': 7.807692307692307e-05, 'epoch': 0.97}
{'loss': 0.6197, 'grad_norm': 59770.65234375, 'learning_rate': 7.846153846153847e-05, 'epoch': 0.98}
{'loss': 0.5178, 'grad_norm': 38684.80859375, 'learning_rate': 7.884615384615384e-05, 'epoch': 0.98}
{'loss': 0.4547, 'grad_norm': 44313.296875, 'learning_rate': 7.923076923076924e-05, 'epoch': 0.99}
{'loss': 0.4184, 'grad_norm': 39695.62109375, 'learning_rate': 7.961538461538461e-05, 'epoch': 0.99}
{'loss': 0.3353, 'grad_norm': 42205.56640625, 'learning_rate': 8e-05, 'epoch': 1.0}
{'loss': 0.6432, 'grad_norm': 42525.6171875, 'learning_rate': 8.038461538461538e-05, 'epoch': 1.0}
{'loss': 0.9603, 'grad_norm': 82739.171875, 'learning_rate': 8.076923076923078e-05, 'epoch': 1.01}
{'loss': 0.9314, 'grad_norm': 77931.0234375, 'learning_rate': 8.115384615384616e-05, 'epoch': 1.01}
{'loss': 0.8795, 'grad_norm': 70623.765625, 'learning_rate': 8.153846153846155e-05, 'epoch': 1.02}
{'loss': 0.8696, 'grad_norm': 63411.859375, 'learning_rate': 8.192307692307693e-05, 'epoch': 1.02}
{'loss': 0.8472, 'grad_norm': 31657.99609375, 'learning_rate': 8.23076923076923e-05, 'epoch': 1.03}
{'loss': 0.7527, 'grad_norm': 31166.94140625, 'learning_rate': 8.26923076923077e-05, 'epoch': 1.03}
{'loss': 0.7516, 'grad_norm': 40515.11328125, 'learning_rate': 8.307692307692309e-05, 'epoch': 1.04}
{'loss': 0.7541, 'grad_norm': 36450.95703125, 'learning_rate': 8.346153846153847e-05, 'epoch': 1.04}
{'loss': 0.7223, 'grad_norm': 40706.90625, 'learning_rate': 8.384615384615386e-05, 'epoch': 1.05}
{'loss': 0.7042, 'grad_norm': 35572.625, 'learning_rate': 8.423076923076924e-05, 'epoch': 1.05}
{'loss': 0.7162, 'grad_norm': 28132.923828125, 'learning_rate': 8.461538461538461e-05, 'epoch': 1.06}
{'loss': 0.6687, 'grad_norm': 31299.701171875, 'learning_rate': 8.5e-05, 'epoch': 1.06}
{'loss': 0.6781, 'grad_norm': 32161.25, 'learning_rate': 8.538461538461538e-05, 'epoch': 1.06}
{'loss': 0.6528, 'grad_norm': 38611.53515625, 'learning_rate': 8.576923076923076e-05, 'epoch': 1.07}
{'loss': 0.6102, 'grad_norm': 31011.9296875, 'learning_rate': 8.615384615384617e-05, 'epoch': 1.07}
